WeekD,Hora,DV,HR,PM25,PP,TMP,VV,YearD,PM25_t
0,0,130,18,11,0.0,15.3,0.588,22,13.0
0,1,80,20,11,0.0,14.17,0.775,22,11.0
0,2,98,21,13,0.0,13.299,0.768,22,11.0
0,3,138,22,10,0.0,12.308,0.881,22,13.0
0,4,145,29,6,0.0,10.978,0.762,22,10.0
0,5,208,30,18,0.0,10.47,0.681,22,6.0
0,6,204,33,15,0.0,9.355,0.881,22,18.0
0,7,154,32,12,0.0,9.182,0.649,22,15.0
0,8,258,36,19,0.0,8.159,0.872,22,12.0
0,9,251,34,21,0.0,9.005,0.846,22,19.0
0,10,193,29,29,0.0,11.094,1.256,22,21.0
0,11,123,19,32,0.0,16.238,1.647,22,29.0
0,12,230,16,10,0.0,18.957,1.333,22,32.0
0,13,204,11,11,0.0,20.884,1.212,22,10.0
0,14,175,9,8,0.0,21.178,0.963,22,11.0
0,15,193,10,5,0.0,21.466,0.802,22,8.0
0,16,220,12,9,0.0,21.859,0.847,22,5.0
0,17,188,15,12,0.0,21.54,1.627,22,9.0
0,18,216,15,14,0.0,21.292,0.918,22,12.0
0,19,185,16,11,0.0,20.715,0.935,22,14.0
0,20,203,19,11,0.0,19.552,0.929,22,11.0
0,21,141,20,25,0.0,18.722,0.777,22,11.0
0,22,213,21,21,0.0,17.789,0.951,22,25.0
1,23,105,21,41,0.0,16.753,0.614,23,21.0
1,0,104,22,42,0.0,16.426,0.894,23,41.0
1,1,221,25,39,0.0,15.667,0.526,23,42.0
1,2,245,30,37,0.0,14.82,0.509,23,39.0
1,3,278,31,55,0.0,14.014,0.946,23,37.0
1,4,185,30,46,0.0,13.398,0.801,23,55.0
1,5,147,30,25,0.0,13.272,0.751,23,46.0
1,6,266,34,20,0.0,12.024,0.85,23,25.0
1,7,203,33,26,0.0,11.878,0.629,23,20.0
1,8,242,37,28,0.0,11.67,0.703,23,26.0
1,9,251,39,29,0.0,12.459,0.738,23,28.0
1,10,255,36,38,0.0,14.809,0.826,23,29.0
1,11,142,29,30,0.0,17.326,0.814,23,38.0
1,12,145,28,35,0.0,19.852,1.291,23,30.0
1,13,175,27,25,0.0,21.154,1.304,23,35.0
1,14,231,24,15,0.0,21.951,1.505,23,25.0
1,15,231,24,11,0.0,22.943,2.292,23,15.0
1,16,205,22,8,0.0,23.296,2.234,23,11.0
1,17,203,22,5,0.0,23.585,1.851,23,8.0
1,18,272,21,4,0.0,22.761,1.827,23,5.0
1,19,287,24,4,0.0,21.979,2.157,23,4.0
1,20,184,30,12,0.0,20.981,2.753,23,4.0
1,21,220,44,9,0.0,18.577,3.285,23,12.0
2,17,181,31,5,0.0,18.178,2.731,31,23.0
2,18,250,32,20,0.0,17.896,1.765,31,5.0
2,19,284,34,8,0.0,17.454,1.13,31,20.0
2,20,179,35,8,0.0,17.295,1.555,31,8.0
2,21,187,37,15,0.0,17.002,0.716,31,8.0
2,22,213,39,17,0.0,16.654,0.61,31,15.0
3,23,171,40,18,0.0,16.201,0.965,32,17.0
3,0,176,43,33,0.0,15.227,1.552,32,18.0
3,1,180,46,19,0.0,14.53,1.453,32,33.0
3,2,174,49,17,0.0,14.005,1.118,32,19.0
3,3,148,51,17,0.0,13.516,0.987,32,17.0
3,4,265,58,20,0.0,12.16,0.533,32,17.0
3,5,171,61,19,0.0,11.549,0.404,32,20.0
3,6,118,62,22,0.0,11.27,0.288,32,19.0
3,7,227,65,19,0.0,10.634,0.618,32,22.0
3,8,278,71,22,0.0,9.868,0.601,32,19.0
3,9,62,62,31,0.0,11.484,1.153,32,22.0
3,10,68,49,44,0.0,14.345,1.392,32,31.0
3,11,157,42,31,0.0,17.505,0.597,32,44.0
3,12,203,40,17,0.0,19.241,0.914,32,31.0
3,13,212,38,14,0.0,20.466,1.589,32,17.0
3,14,209,36,8,0.0,21.516,1.781,32,14.0
3,15,151,35,6,0.0,21.672,1.729,32,8.0
3,16,185,34,5,0.0,22.023,1.847,32,6.0
3,17,209,36,3,0.0,21.5,1.719,32,5.0
3,18,227,55,6,0.0,18.377,2.941,32,3.0
3,19,294,69,6,0.0,15.92,2.885,32,6.0
3,20,192,64,8,0.0,16.017,0.606,32,6.0
3,21,185,59,7,0.0,16.667,0.451,32,8.0
3,22,73,59,6,0.0,16.891,0.668,32,7.0
4,23,302,66,8,0.0,16.157,0.683,33,6.0
4,0,293,69,19,0.0,15.595,1.385,33,8.0
4,1,150,71,10,0.0,14.979,1.523,33,19.0
4,2,98,71,12,0.0,14.892,1.221,33,10.0
4,3,179,71,9,0.0,14.735,1.063,33,12.0
4,4,221,77,4,0.0,13.915,0.941,33,9.0
4,5,101,74,5,0.0,14.143,1.483,33,4.0
4,6,264,79,9,0.0,13.505,1.454,33,5.0
4,7,97,84,10,0.02,13.376,1.837,33,9.0
4,8,56,82,14,0.0,13.519,2.288,33,10.0
4,9,102,78,11,0.0,14.184,2.698,33,14.0
4,10,84,67,8,0.0,15.99,2.62,33,11.0
4,11,188,55,10,0.0,18.529,1.985,33,8.0
4,12,143,39,10,0.0,21.1,2.039,33,10.0
4,13,120,33,8,0.0,22.703,2.228,33,10.0
4,14,133,30,2,0.0,24.083,1.841,33,8.0
4,15,136,28,10,0.0,25.178,1.578,33,2.0
4,16,204,25,11,0.0,26.29,1.05,33,10.0
4,17,235,26,7,0.0,25.856,1.282,33,11.0
4,18,253,27,5,0.0,25.208,1.236,33,7.0
4,19,258,29,2,0.0,24.214,1.111,33,5.0
4,20,288,32,6,0.0,23.069,0.662,33,2.0
4,21,95,34,31,0.0,21.769,1.973,33,6.0
4,22,131,39,9,0.0,19.889,1.993,33,31.0
5,23,201,43,9,0.0,18.55,1.755,34,9.0
5,0,126,50,12,0.0,16.92,2.36,34,9.0
5,1,91,55,20,0.0,15.866,2.374,34,12.0
5,2,52,58,11,0.0,15.089,2.001,34,20.0
5,3,57,62,17,0.0,14.226,1.214,34,11.0
5,4,222,66,19,0.0,13.036,1.408,34,17.0
5,5,124,70,18,0.0,12.022,2.087,34,19.0
5,6,32,72,20,0.0,11.641,1.877,34,18.0
5,7,56,72,13,0.0,11.573,0.924,34,20.0
5,8,83,72,19,0.0,11.5,0.509,34,13.0
5,9,285,71,23,0.0,12.071,1.009,34,19.0
5,10,176,66,25,0.0,13.368,0.91,34,23.0
5,11,155,58,27,0.0,15.441,0.561,34,25.0
5,12,200,53,24,0.0,17.048,1.183,34,27.0
5,13,190,49,24,0.0,18.455,1.18,34,24.0
5,14,200,43,18,0.0,21.138,0.956,34,24.0
5,15,169,38,18,0.0,22.547,1.404,34,18.0
5,16,209,36,15,0.0,23.24,1.859,34,18.0
5,17,205,36,13,0.0,23.23,1.757,34,15.0
5,18,191,37,12,0.0,22.659,1.943,34,13.0
5,19,192,40,20,0.0,21.752,1.593,34,12.0
5,20,265,42,15,0.0,20.867,0.99,34,20.0
5,21,290,44,14,0.0,19.62,1.213,34,15.0
5,22,259,45,13,0.0,18.9,0.846,34,14.0
6,23,118,45,12,0.0,18.695,0.294,35,13.0
6,0,99,49,14,0.0,17.957,0.294,35,12.0
6,1,176,52,20,0.0,16.566,2.253,35,14.0
6,2,118,58,14,0.0,15.218,1.623,35,20.0
6,3,155,58,8,0.0,14.644,0.733,35,14.0
6,4,254,61,5,0.0,13.902,0.602,35,8.0
6,5,266,66,9,0.0,12.986,0.932,35,5.0
6,6,41,68,11,0.0,12.622,0.862,35,9.0
6,7,256,73,13,0.0,11.805,0.98,35,11.0
6,8,299,77,12,0.0,10.696,0.664,35,13.0
6,9,242,70,20,0.0,12.267,0.613,35,12.0
6,10,150,56,24,0.0,16.137,1.283,35,20.0
6,11,142,48,10,0.0,18.552,1.397,35,24.0
6,12,189,36,7,0.0,21.473,0.819,35,10.0
6,13,160,24,4,0.0,23.545,0.743,35,7.0
6,14,174,19,2,0.0,24.609,1.27,35,4.0
6,18,227,21,7,0.0,24.867,0.732,35,2.0
6,19,283,22,6,0.0,24.231,0.949,35,7.0
6,20,266,23,3,0.0,22.999,0.838,35,6.0
6,21,254,24,15,0.0,21.929,0.39,35,3.0
6,22,249,27,18,0.0,21.154,0.386,35,15.0
0,23,237,31,12,0.0,19.921,0.749,36,18.0
0,0,168,34,8,0.0,18.999,0.98,36,12.0
0,1,90,35,10,0.0,18.493,1.139,36,8.0
0,2,171,38,10,0.0,17.614,1.974,36,10.0
0,3,107,49,6,0.0,15.946,2.919,36,10.0
0,4,155,51,2,0.0,15.803,1.955,36,6.0
0,5,133,50,2,0.0,15.618,1.178,36,2.0
0,6,59,52,2,0.0,15.016,0.935,36,2.0
0,7,248,60,4,0.0,13.734,1.167,36,2.0
0,8,257,64,7,0.0,12.798,1.02,36,4.0
0,9,83,54,5,0.0,14.756,1.333,36,7.0
0,10,202,50,8,0.0,16.285,1.708,36,5.0
0,11,120,41,13,0.0,18.92,1.691,36,8.0
0,12,169,31,11,0.0,22.107,0.787,36,13.0
0,13,239,27,10,0.0,23.358,0.873,36,11.0
0,14,238,23,9,0.0,24.551,0.996,36,10.0
0,15,237,22,7,0.0,25.35,1.277,36,9.0
0,16,186,22,10,0.0,25.589,1.664,36,7.0
0,17,199,22,9,0.0,25.316,1.538,36,10.0
0,18,200,22,9,0.0,24.939,1.808,36,9.0
0,19,231,24,5,0.0,23.79,0.928,36,9.0
0,20,280,29,16,0.0,22.382,1.061,36,5.0
0,21,299,33,15,0.0,21.354,0.595,36,16.0
0,22,210,34,18,0.0,20.66,0.63,36,15.0
1,23,162,35,18,0.0,19.932,0.672,37,18.0
1,0,140,37,13,0.0,19.631,0.586,37,18.0
1,1,117,40,11,0.0,18.721,0.451,37,13.0
1,2,204,41,26,0.0,17.91,0.43,37,11.0
1,3,199,46,34,0.0,16.896,0.39,37,26.0
1,4,236,50,27,0.0,15.692,0.683,37,34.0
1,5,286,54,28,0.0,14.988,0.461,37,27.0
1,6,304,55,24,0.0,14.534,0.548,37,28.0
1,7,231,57,18,0.0,13.862,0.67,37,24.0
1,8,258,57,23,0.0,13.905,0.755,37,18.0
1,9,249,55,36,0.0,14.137,0.793,37,23.0
1,10,222,46,40,0.0,16.781,0.87,37,36.0
1,11,142,36,38,0.0,20.427,0.654,37,40.0
1,12,141,31,24,0.0,22.647,0.564,37,38.0
1,13,201,29,19,0.0,23.614,0.621,37,24.0
1,14,182,26,13,0.0,24.488,1.401,37,19.0
1,15,195,22,19,0.0,25.537,1.812,37,13.0
1,16,227,20,14,0.0,26.15,1.629,37,19.0
1,17,208,21,9,0.0,25.973,1.238,37,14.0
1,18,242,24,6,0.0,25.056,1.266,37,9.0
1,19,288,26,19,0.0,24.057,0.969,37,6.0
1,20,272,27,15,0.0,23.011,0.86,37,19.0
1,21,156,29,17,0.0,21.791,0.549,37,15.0
1,22,93,32,26,0.0,20.356,0.704,37,17.0
2,23,179,35,20,0.0,19.112,0.385,38,26.0
2,0,163,39,20,0.0,18.124,0.934,38,20.0
2,1,164,40,29,0.0,17.273,0.58,38,20.0
2,2,303,49,20,0.0,15.192,1.181,38,29.0
2,3,166,47,20,0.0,15.351,0.722,38,20.0
2,4,249,48,17,0.0,15.157,0.949,38,20.0
2,5,100,49,24,0.0,15.03,1.466,38,17.0
2,6,69,48,11,0.0,15.11,1.252,38,24.0
2,7,293,54,14,0.0,13.75,0.907,38,11.0
2,8,189,57,14,0.0,13.129,0.777,38,14.0
2,9,69,46,28,0.0,15.326,2.256,38,14.0
2,10,100,37,15,0.0,17.349,3.301,38,28.0
2,11,80,30,14,0.0,19.386,4.002,38,15.0
2,12,186,26,14,0.0,20.596,3.565,38,14.0
2,13,236,24,9,0.0,21.838,3.697,38,14.0
2,14,163,21,3,0.0,22.989,3.673,38,9.0
2,15,218,21,2,0.0,23.644,2.952,38,3.0
2,16,111,20,7,0.0,24.198,1.655,38,2.0
2,17,114,20,9,0.0,24.67,1.672,38,7.0
2,18,194,20,7,0.0,24.318,1.541,38,9.0
2,19,302,23,4,0.0,23.422,1.282,38,7.0
2,20,192,26,12,0.0,22.159,1.111,38,4.0
2,21,87,35,34,0.0,20.318,2.938,38,12.0
2,22,78,40,29,0.0,18.966,3.377,38,34.0
3,23,79,45,12,0.0,17.696,2.731,39,29.0
3,0,157,47,10,0.0,17.184,1.508,39,12.0
3,1,101,54,7,0.0,16.332,2.585,39,10.0
3,2,41,61,14,0.0,15.968,2.756,39,7.0
3,3,35,66,23,0.0,15.338,2.601,39,14.0
3,4,85,68,19,0.0,14.732,2.434,39,23.0
3,5,111,69,18,0.0,14.509,2.307,39,19.0
3,6,124,69,22,0.0,14.492,1.332,39,18.0
3,7,51,73,20,0.0,14.264,1.217,39,22.0
3,8,53,77,23,0.0,13.991,1.592,39,20.0
3,9,135,82,17,0.08,13.904,1.769,39,23.0
3,10,151,83,21,0.0,13.857,2.556,39,17.0
3,11,89,77,17,0.0,15.179,2.361,39,21.0
3,12,65,62,17,0.0,17.384,2.223,39,17.0
3,13,80,49,10,0.0,19.335,2.61,39,17.0
3,14,78,45,5,0.0,20.113,2.696,39,10.0
3,15,88,44,1,0.0,20.134,3.512,39,5.0
3,16,90,43,4,0.0,20.157,3.225,39,1.0
3,17,89,44,8,0.0,19.549,2.989,39,4.0
3,18,68,45,8,0.0,19.202,2.638,39,8.0
3,19,75,48,6,0.0,18.426,2.212,39,8.0
3,20,80,67,13,0.9,15.654,1.96,39,6.0
3,21,147,78,16,0.56,14.393,1.098,39,13.0
3,22,137,92,13,0.68,12.657,1.821,39,16.0
4,23,96,87,10,0.66,12.533,1.479,40,13.0
4,0,77,90,9,0.36,12.356,2.402,40,10.0
4,1,62,91,5,0.24,12.627,1.112,40,9.0
4,2,135,93,4,0.26,12.491,1.18,40,5.0
4,3,118,89,9,0.06,12.586,0.727,40,4.0
4,4,229,92,7,0.0,12.3,1.542,40,9.0
4,5,267,92,8,0.02,12.023,2.252,40,7.0
4,6,275,93,7,0.28,11.86,1.43,40,8.0
4,7,261,92,7,0.38,11.738,1.435,40,7.0
4,8,131,90,10,0.38,11.479,0.537,40,7.0
4,9,111,88,6,0.28,11.943,1.009,40,10.0
4,10,129,87,3,0.04,12.174,1.383,40,6.0
4,11,149,81,16,0.0,13.175,1.347,40,3.0
4,12,157,73,6,0.0,14.69,1.222,40,16.0
4,13,197,67,4,0.0,16.23,1.48,40,6.0
4,14,196,65,1,0.0,16.498,1.494,40,4.0
4,15,204,62,4,0.0,16.922,1.717,40,1.0
4,16,184,72,8,0.02,15.37,2.581,40,4.0
4,17,185,70,9,0.0,15.351,2.801,40,8.0
4,18,181,71,7,0.0,15.01,2.766,40,9.0
4,19,173,77,4,0.0,14.339,3.154,40,7.0
4,20,170,77,15,0.0,13.623,3.721,40,4.0
4,21,184,76,10,0.0,13.509,2.08,40,15.0
4,22,186,79,10,0.0,13.175,1.644,40,10.0
5,23,223,82,8,0.0,12.783,0.922,41,10.0
5,0,204,83,7,0.0,12.576,1.037,41,8.0
5,1,188,83,4,0.0,12.408,1.277,41,7.0
5,2,190,86,3,0.0,12.05,1.418,41,4.0
5,3,177,88,4,0.0,11.575,2.373,41,3.0
5,4,180,92,7,0.0,11.31,2.667,41,4.0
5,5,179,91,9,0.0,10.917,2.434,41,7.0
5,6,182,92,7,0.0,10.507,2.096,41,9.0
5,7,189,93,5,0.0,10.216,1.682,41,7.0
5,8,178,94,6,0.0,10.03,1.742,41,5.0
5,9,174,92,3,0.0,10.342,1.299,41,6.0
5,10,187,87,4,0.0,10.952,1.187,41,3.0
5,11,182,81,9,0.0,11.978,1.176,41,4.0
5,12,175,72,8,0.0,13.746,1.885,41,9.0
5,13,178,65,4,0.0,15.437,2.434,41,8.0
5,14,182,54,3,0.0,17.289,2.446,41,4.0
5,15,186,48,4,0.0,18.659,2.314,41,3.0
5,16,191,43,3,0.0,19.293,2.36,41,4.0
5,17,195,41,2,0.0,19.318,1.897,41,3.0
5,18,184,43,7,0.0,19.095,2.454,41,2.0
5,19,191,45,6,0.0,18.39,1.735,41,7.0
5,20,212,48,2,0.0,17.724,0.844,41,6.0
5,21,180,53,9,0.0,16.546,1.217,41,2.0
5,22,177,57,12,0.0,15.175,1.485,41,9.0
6,23,138,59,8,0.0,14.501,1.248,42,12.0
6,0,168,58,17,0.0,14.342,0.92,42,8.0
6,1,132,60,30,0.0,13.966,0.554,42,17.0
6,2,137,62,40,0.0,13.701,0.846,42,30.0
6,3,149,66,43,0.0,12.954,0.962,42,40.0
6,4,165,69,27,0.0,12.319,0.736,42,43.0
6,5,184,74,16,0.0,11.653,0.249,42,27.0
6,6,293,77,24,0.0,11.114,0.324,42,16.0
6,7,194,77,11,0.0,11.034,0.237,42,24.0
6,8,158,78,12,0.0,10.861,0.363,42,11.0
6,9,284,78,26,0.0,11.085,0.649,42,12.0
6,10,189,68,28,0.0,13.082,0.593,42,26.0
6,11,143,58,30,0.0,15.154,1.074,42,28.0
6,12,172,45,20,0.0,17.449,1.204,42,30.0
6,13,188,36,7,0.0,19.263,2.028,42,20.0
6,14,204,34,3,0.0,20.251,1.931,42,7.0
6,17,177,32,4,0.0,21.084,2.972,42,3.0
6,18,173,32,2,0.0,20.58,3.765,42,4.0
6,19,169,34,3,0.0,19.686,3.534,42,2.0
6,20,169,37,4,0.0,18.665,2.879,42,3.0
6,21,175,40,5,0.0,17.769,2.338,42,4.0
6,22,186,44,10,0.0,16.796,1.526,42,5.0
0,23,179,46,6,0.0,15.906,1.551,43,10.0
0,0,140,48,4,0.0,15.367,0.958,43,6.0
0,1,152,50,9,0.0,14.93,0.448,43,4.0
0,2,183,55,19,0.0,14.043,0.459,43,9.0
0,3,302,64,13,0.0,12.648,0.627,43,19.0
0,4,198,64,10,0.0,12.205,0.553,43,13.0
0,5,253,67,21,0.0,12.045,0.518,43,10.0
0,6,291,68,15,0.0,11.636,0.783,43,21.0
0,7,182,64,18,0.0,11.648,1.008,43,15.0
0,8,193,64,16,0.0,11.825,0.83,43,18.0
0,9,274,64,21,0.0,12.192,0.856,43,16.0
0,10,297,55,31,0.0,14.489,1.118,43,21.0
0,11,203,44,26,0.0,17.807,0.824,43,31.0
0,12,221,38,26,0.0,20.426,0.855,43,26.0
0,13,227,36,9,0.0,21.906,1.389,43,26.0
0,14,217,32,8,0.0,22.893,1.992,43,9.0
0,15,192,28,4,0.0,23.28,2.183,43,8.0
0,16,213,27,2,0.0,24.396,1.732,43,4.0
0,17,228,29,3,0.0,23.923,1.518,43,2.0
0,18,211,32,21,0.0,25.337,1.484,43,3.0
0,19,238,31,6,0.0,22.92,0.766,43,21.0
0,20,178,31,4,0.0,22.621,0.715,43,6.0
0,21,214,36,5,0.0,21.394,1.059,43,4.0
0,22,143,47,21,0.0,19.464,1.345,43,5.0
1,23,107,60,13,0.0,17.555,2.174,44,21.0
1,0,118,60,8,0.0,17.13,0.896,44,13.0
1,1,150,66,9,0.0,15.987,1.697,44,8.0
1,2,83,69,15,0.0,15.051,2.153,44,9.0
1,3,72,71,12,0.0,14.436,2.114,44,15.0
1,4,171,74,10,0.0,13.69,2.079,44,12.0
1,5,73,78,11,0.0,12.833,2.485,44,10.0
1,6,81,79,13,0.0,12.645,2.838,44,11.0
1,7,115,81,11,0.0,12.151,2.629,44,13.0
1,8,56,82,16,0.0,11.641,2.871,44,11.0
1,9,156,78,10,0.0,12.666,2.663,44,16.0
1,10,120,73,19,0.0,14.288,2.668,44,10.0
1,11,83,63,20,0.0,16.673,2.106,44,19.0
1,12,106,54,8,0.0,19.116,1.435,44,20.0
1,13,159,47,14,0.0,20.871,1.324,44,8.0
1,14,155,42,10,0.0,22.451,1.238,44,14.0
1,15,160,37,6,0.0,23.675,2.224,44,10.0
1,16,97,35,8,0.0,24.368,2.326,44,6.0
1,17,83,33,10,0.0,24.497,2.186,44,8.0
1,18,88,34,14,0.0,23.616,2.38,44,10.0
1,19,79,44,10,0.0,21.408,3.597,44,14.0
1,20,74,53,10,0.0,18.807,3.772,44,10.0
1,21,65,57,10,0.0,17.404,3.244,44,10.0
1,22,76,61,7,0.0,16.505,3.451,44,10.0
2,23,113,65,4,0.0,15.737,2.751,45,7.0
2,0,96,69,3,0.0,14.964,2.625,45,4.0
2,1,83,70,3,0.0,14.55,2.398,45,3.0
2,2,74,72,6,0.0,14.137,2.509,45,3.0
2,3,154,73,9,0.0,13.66,1.986,45,6.0
2,4,163,75,6,0.0,13.153,1.657,45,9.0
2,5,76,76,5,0.0,12.733,1.893,45,6.0
2,6,67,79,6,0.0,12.076,2.115,45,5.0
2,7,78,80,8,0.0,11.816,1.662,45,6.0
2,8,83,80,12,0.0,11.83,1.755,45,8.0
2,9,131,74,16,0.0,13.079,1.507,45,12.0
2,10,231,66,17,0.0,15.242,1.41,45,16.0
2,11,199,58,21,0.0,18.457,1.199,45,17.0
2,12,155,50,7,0.0,19.158,1.397,45,21.0
2,13,151,44,10,0.0,21.002,1.268,45,7.0
2,14,163,39,17,0.0,22.82,1.188,45,10.0
2,15,176,35,9,0.0,24.341,1.335,45,17.0
2,16,180,33,13,0.0,24.832,1.221,45,9.0
2,17,141,31,15,0.0,25.435,1.377,45,13.0
2,18,260,33,13,0.0,24.839,1.82,45,15.0
2,19,298,34,18,0.0,24.281,1.586,45,13.0
2,20,316,36,20,0.0,23.292,0.761,45,18.0
2,21,230,40,28,0.0,22.402,0.841,45,20.0
2,22,77,44,41,0.0,20.005,2.656,45,28.0
3,23,189,49,12,0.0,18.379,1.848,46,41.0
3,0,170,55,6,0.0,17.003,2.573,46,12.0
3,1,38,58,3,0.0,16.425,2.883,46,6.0
3,2,40,59,4,0.0,16.141,2.247,46,3.0
3,3,84,62,4,0.0,15.589,2.743,46,4.0
3,4,186,65,3,0.0,14.806,1.637,46,4.0
3,5,83,68,10,0.0,14.149,1.567,46,3.0
3,6,44,69,15,0.0,13.827,0.936,46,10.0
3,7,123,69,9,0.0,13.634,1.036,46,15.0
3,8,74,69,10,0.0,13.708,0.704,46,9.0
3,9,285,70,15,0.0,13.655,1.176,46,10.0
3,10,272,62,30,0.0,16.149,0.957,46,15.0
3,11,217,52,23,0.0,19.278,1.093,46,30.0
3,12,250,43,17,0.0,21.717,0.992,46,23.0
3,13,215,36,13,0.0,23.603,1.442,46,17.0
3,14,103,30,20,0.0,25.389,2.194,46,13.0
3,15,179,22,10,0.0,26.926,2.154,46,20.0
3,16,206,20,14,0.0,27.473,1.884,46,10.0
3,17,197,21,16,0.0,27.168,1.942,46,14.0
3,20,33,26,22,0.0,25.24,1.219,46,10.0
3,21,62,30,23,0.0,23.842,1.347,46,22.0
3,22,115,34,22,0.0,22.078,1.614,46,23.0
4,23,207,39,14,0.0,20.311,1.749,47,22.0
4,0,288,42,12,0.0,19.318,1.222,47,14.0
4,1,211,46,15,0.0,18.258,1.861,47,12.0
4,2,100,46,13,0.0,17.876,1.783,47,15.0
4,3,68,48,9,0.0,17.328,1.676,47,13.0
4,4,64,50,7,0.0,16.565,0.867,47,9.0
4,5,217,50,17,0.0,16.062,0.474,47,7.0
4,6,117,51,9,0.0,15.429,0.956,47,17.0
4,7,261,57,12,0.0,14.469,0.55,47,9.0
4,8,249,63,16,0.0,13.518,0.824,47,12.0
4,9,108,52,31,0.0,15.287,0.903,47,16.0
4,10,287,43,21,0.0,17.606,1.073,47,31.0
4,11,260,36,19,0.0,20.104,1.121,47,21.0
4,12,185,23,15,0.0,23.241,0.941,47,19.0
4,13,140,16,9,0.0,24.978,1.109,47,15.0
4,14,218,16,5,0.0,26.284,1.391,47,9.0
4,15,226,16,6,0.0,26.782,1.941,47,5.0
4,16,192,15,8,0.0,27.257,1.523,47,6.0
4,17,265,15,8,0.0,27.728,2.014,47,8.0
4,18,196,15,12,0.0,27.62,1.543,47,8.0
4,19,256,17,8,0.0,26.672,1.385,47,12.0
4,20,165,19,13,0.0,25.286,0.329,47,8.0
4,21,247,21,19,0.0,23.039,0.92,47,13.0
4,22,151,25,26,0.0,21.352,0.926,47,19.0
5,23,115,23,20,0.0,20.785,1.386,48,26.0
5,0,228,27,3,0.0,18.961,1.173,48,20.0
5,1,92,32,15,0.0,18.149,1.575,48,3.0
5,2,61,35,10,0.0,17.513,1.21,48,15.0
5,3,218,39,6,0.0,16.412,0.584,48,10.0
5,4,209,41,7,0.0,15.627,0.739,48,6.0
5,5,255,46,7,0.0,14.372,0.845,48,7.0
5,6,121,49,11,0.0,13.683,0.694,48,7.0
5,7,170,49,20,0.0,13.544,1.015,48,11.0
5,8,156,49,19,0.0,13.424,0.824,48,20.0
5,9,197,48,13,0.0,13.903,0.823,48,19.0
5,10,236,44,28,0.0,16.109,0.654,48,13.0
5,11,99,35,32,0.0,19.598,0.739,48,28.0
5,12,189,33,25,0.0,21.948,0.93,48,32.0
5,13,140,29,22,0.0,24.369,1.679,48,25.0
5,14,132,24,23,0.0,26.145,1.994,48,22.0
5,15,262,20,12,0.0,27.089,1.867,48,23.0
5,16,249,18,9,0.0,27.743,1.669,48,12.0
5,17,259,17,12,0.0,28.145,1.816,48,9.0
5,18,258,16,11,0.0,27.955,1.365,48,12.0
5,19,289,18,12,0.0,26.65,1.587,48,11.0
5,20,263,22,19,0.0,25.119,1.095,48,12.0
5,21,45,26,23,0.0,23.765,2.138,48,19.0
5,22,77,24,21,0.0,22.992,2.192,48,23.0
6,23,97,26,10,0.0,21.661,2.064,49,21.0
6,0,75,28,9,0.0,20.638,1.16,49,10.0
6,1,118,30,11,0.0,19.693,1.122,49,9.0
6,2,116,31,13,0.0,18.78,1.333,49,11.0
6,3,244,38,9,0.0,17.421,1.213,49,13.0
6,4,148,41,16,0.0,16.399,0.792,49,9.0
6,5,133,41,21,0.0,15.747,0.594,49,16.0
6,6,301,54,19,0.0,14.214,1.312,49,21.0
6,7,237,67,9,0.0,13.431,1.419,49,19.0
6,8,165,73,14,0.0,13.05,1.608,49,9.0
6,9,130,68,22,0.0,14.272,1.785,49,14.0
6,10,118,54,25,0.0,16.852,0.867,49,22.0
6,11,174,45,21,0.0,18.768,1.139,49,25.0
6,12,187,43,19,0.0,20.753,1.759,49,21.0
6,13,204,41,9,0.0,22.469,1.663,49,19.0
6,14,210,34,13,0.0,24.089,1.903,49,9.0
6,15,220,30,7,0.0,25.171,1.911,49,13.0
6,16,194,24,16,0.0,26.118,2.065,49,7.0
6,17,226,20,18,0.0,26.779,1.694,49,16.0
6,18,270,24,9,0.0,25.296,2.683,49,18.0
6,19,275,31,11,0.0,23.06,2.448,49,9.0
6,20,270,35,12,0.0,21.978,2.341,49,11.0
6,21,270,37,15,0.0,21.835,1.457,49,12.0
6,22,275,38,11,0.0,21.366,0.802,49,15.0
0,23,295,41,11,0.0,20.445,1.07,50,11.0
0,0,238,45,14,0.0,19.358,0.727,50,11.0
0,1,212,47,14,0.0,18.915,0.802,50,14.0
0,2,209,46,19,0.0,18.972,0.623,50,14.0
0,3,194,49,11,0.0,18.466,1.151,50,19.0
0,4,185,52,12,0.0,17.633,1.42,50,11.0
0,5,175,54,15,0.0,17.06,2.663,50,12.0
0,6,191,62,9,0.04,16.232,1.626,50,15.0
0,7,163,69,15,0.0,15.519,1.132,50,9.0
0,8,178,67,13,0.0,15.687,1.549,50,15.0
0,9,160,64,18,0.0,16.434,1.483,50,13.0
0,10,146,59,14,0.0,17.965,1.598,50,18.0
0,11,184,49,20,0.0,19.852,1.417,50,14.0
0,12,206,40,16,0.0,21.735,1.167,50,20.0
0,13,182,35,10,0.0,22.179,2.014,50,16.0
0,14,183,34,13,0.0,22.525,2.585,50,10.0
0,15,227,31,16,0.0,24.008,2.042,50,13.0
0,16,261,31,16,0.0,23.772,2.97,50,16.0
0,17,215,28,16,0.0,24.227,2.428,50,16.0
0,18,197,28,9,0.0,23.701,2.394,50,16.0
0,19,210,28,16,0.0,23.179,2.145,50,9.0
